origin_loc_id,origin_borough,origin_zone_name,dest_loc_id,destination_borough,destination_zone_name,trip_count,percentage_of_origin_trips,average_distance_miles,average_duration_minutes,average_total_charge,origin_flow_rank,overall_flow_rank
194,Manhattan,Randalls Island,132,Queens,JFK Airport,13,7.51,16.455,36.168,89.77,1,11265
194,Manhattan,Randalls Island,138,Queens,LaGuardia Airport,13,7.51,5.092,7.958,72.67,2,11265
202,Manhattan,Roosevelt Island,140,Manhattan,Lenox Hill East,13,3.46,2.745,28.151,23.57,5,11265
217,Brooklyn,South Williamsburg,177,Brooklyn,Ocean Hill,13,1.93,3.842,23.596,26.54,9,11265
217,Brooklyn,South Williamsburg,255,Brooklyn,Williamsburg (North Side),13,1.93,1.427,14.1,15.48,10,11265
227,Brooklyn,Sunset Park East,21,Brooklyn,Bensonhurst East,13,1.99,3.228,20.806,20.97,9,11265
252,Queens,Whitestone,16,Queens,Bayside,13,4.59,3.555,12.609,15.33,4,11265
259,Bronx,Woodlawn/Wakefield,42,Manhattan,Central Harlem North,13,2.21,9.024,31.291,38.54,9,11265
259,Bronx,Woodlawn/Wakefield,168,Bronx,Mott Haven/Port Morris,13,2.21,9.178,27.088,35.61,10,11265
11,Brooklyn,Bath Beach,55,Brooklyn,Coney Island,12,4.2,3.013,15.889,16.2,5,11786
15,Queens,Bay Terrace/Fort Totten,92,Queens,Flushing,12,7.95,3.731,16.394,17.37,1,11786
19,Queens,Bellerose,117,Queens,Hammels/Arverne,12,3.03,15.842,52.218,52.67,7,11786
34,Brooklyn,Brooklyn Navy Yard,68,Manhattan,East Chelsea,12,1.94,5.569,23.622,30.32,8,11786
34,Brooklyn,Brooklyn Navy Yard,256,Brooklyn,Williamsburg (South Side),12,1.94,1.804,14.001,17.15,9,11786
38,Queens,Cambria Heights,203,Queens,Rosedale,12,3.58,2.992,10.313,19.75,4,11786
38,Queens,Cambria Heights,209,Manhattan,Seaport,12,3.58,17.467,89.257,66.89,5,11786
53,Queens,College Point,82,Queens,Elmhurst,12,3.34,5.759,20.064,25.19,3,11786
53,Queens,College Point,130,Queens,Jamaica,12,3.34,7.204,22.939,32.12,4,11786
81,Bronx,Eastchester,3,Bronx,Allerton/Pelham Gardens,12,1.97,1.323,7.356,10.16,10,11786
94,Bronx,Fordham South,87,Manhattan,Financial District North,12,2.41,14.137,58.34,53.65,8,11786
117,Queens,Hammels/Arverne,39,Brooklyn,Canarsie,12,2.0,10.835,49.796,40.55,6,11786
122,Queens,Hollis,205,Queens,Saint Albans,12,2.94,1.936,9.183,10.56,5,11786
124,Queens,Howard Beach,117,Queens,Hammels/Arverne,12,2.17,7.291,20.993,39.25,7,11786
131,Queens,Jamaica Estates,140,Manhattan,Lenox Hill East,12,1.86,15.031,47.519,55.19,9,11786
131,Queens,Jamaica Estates,197,Queens,Richmond Hill,12,1.86,4.291,19.09,21.85,10,11786
135,Queens,Kew Gardens Hills,197,Queens,Richmond Hill,12,2.17,2.318,13.931,23.07,10,11786
136,Bronx,Kingsbridge Heights,75,Manhattan,East Harlem South,12,2.14,7.044,27.765,28.26,9,11786
136,Bronx,Kingsbridge Heights,119,Bronx,Highbridge,12,2.14,2.381,13.749,15.89,10,11786
150,Brooklyn,Manhattan Beach,155,Brooklyn,Marine Park/Mill Basin,12,4.07,4.959,15.89,19.89,6,11786
178,Brooklyn,Ocean Parkway South,165,Brooklyn,Midwood,12,4.43,1.403,10.758,11.76,4,11786
178,Brooklyn,Ocean Parkway South,228,Brooklyn,Sunset Park West,12,4.43,4.187,26.872,22.81,5,11786
185,Bronx,Pelham Parkway,18,Bronx,Bedford Park,12,2.44,2.79,15.356,17.86,6,11786
185,Bronx,Pelham Parkway,174,Bronx,Norwood,12,2.44,3.138,17.997,18.54,7,11786
190,Brooklyn,Prospect Park,17,Brooklyn,Bedford,12,3.58,2.491,16.101,19.5,4,11786
192,Queens,Queensboro Hill,129,Queens,Jackson Heights,12,4.56,4.812,18.16,23.53,2,11786
202,Manhattan,Roosevelt Island,132,Queens,JFK Airport,12,3.19,16.433,44.499,84.85,6,11786
203,Queens,Rosedale,86,Queens,Far Rockaway,12,3.18,4.659,18.231,22.7,6,11786
203,Queens,Rosedale,216,Queens,South Ozone Park,12,3.18,5.196,14.776,22.54,7,11786
203,Queens,Rosedale,219,Queens,Springfield Gardens South,12,3.18,2.081,7.368,15.22,8,11786
252,Queens,Whitestone,53,Queens,College Point,12,4.24,1.623,8.232,10.85,5,11786
257,Brooklyn,Windsor Terrace,33,Brooklyn,Brooklyn Heights,12,2.02,3.776,23.358,19.88,5,11786
3,Bronx,Allerton/Pelham Gardens,18,Bronx,Bedford Park,11,2.52,3.069,15.639,17.17,8,12373
11,Brooklyn,Bath Beach,123,Brooklyn,Homecrest,11,3.85,2.847,16.868,18.22,6,12373
11,Brooklyn,Bath Beach,165,Brooklyn,Midwood,11,3.85,5.11,25.211,22.15,7,12373
15,Queens,Bay Terrace/Fort Totten,16,Queens,Bayside,11,7.28,1.61,8.579,7.95,2,12373
20,Bronx,Belmont,32,Bronx,Bronxdale,11,2.28,1.666,8.823,10.91,6,12373
32,Bronx,Bronxdale,69,Bronx,East Concourse/Concourse Village,11,2.22,5.055,23.002,29.41,6,12373
34,Brooklyn,Brooklyn Navy Yard,37,Brooklyn,Bushwick South,11,1.78,2.512,15.445,22.1,10,12373
53,Queens,College Point,173,Queens,North Corona,11,3.06,3.621,16.597,19.43,5,12373
54,Brooklyn,Columbia Street,181,Brooklyn,Park Slope,11,2.72,2.198,15.668,16.93,3,12373
54,Brooklyn,Columbia Street,195,Brooklyn,Red Hook,11,2.72,0.998,5.853,14.97,4,12373
54,Brooklyn,Columbia Street,231,Manhattan,TriBeCa/Civic Center,11,2.72,4.95,19.483,40.35,5,12373
54,Brooklyn,Columbia Street,249,Manhattan,West Village,11,2.72,4.825,22.876,32.93,6,12373
86,Queens,Far Rockaway,124,Queens,Howard Beach,11,1.78,8.522,32.933,45.2,10,12373
94,Bronx,Fordham South,235,Bronx,University Heights/Morris Heights,11,2.21,1.686,11.327,13.45,9,12373
94,Bronx,Fordham South,254,Bronx,Williamsbridge/Olinville,11,2.21,4.233,18.565,20.53,10,12373
98,Queens,Fresh Meadows,95,Queens,Forest Hills,11,4.45,4.55,16.324,22.07,1,12373
98,Queens,Fresh Meadows,130,Queens,Jamaica,11,4.45,3.629,14.435,18.44,2,12373
117,Queens,Hammels/Arverne,35,Brooklyn,Brownsville,11,1.83,12.319,46.439,50.47,7,12373
117,Queens,Hammels/Arverne,124,Queens,Howard Beach,11,1.83,6.645,18.627,32.0,8,12373
117,Queens,Hammels/Arverne,203,Queens,Rosedale,11,1.83,5.973,29.461,29.04,9,12373
117,Queens,Hammels/Arverne,225,Brooklyn,Stuyvesant Heights,11,1.83,12.342,65.47,50.24,10,12373
122,Queens,Hollis,215,Queens,South Jamaica,11,2.7,2.625,13.755,14.4,6,12373
124,Queens,Howard Beach,35,Brooklyn,Brownsville,11,1.99,4.878,22.706,25.47,8,12373
124,Queens,Howard Beach,72,Brooklyn,East Flatbush/Remsen Village,11,1.99,4.931,23.362,24.01,9,12373
124,Queens,Howard Beach,130,Queens,Jamaica,11,1.99,5.669,20.318,29.09,10,12373
171,Queens,Murray Hill-Queens,129,Queens,Jackson Heights,11,3.38,4.446,17.444,23.32,2,12373
171,Queens,Murray Hill-Queens,257,Brooklyn,Windsor Terrace,11,3.38,13.227,70.939,52.0,3,12373
178,Brooklyn,Ocean Parkway South,133,Brooklyn,Kensington,11,4.06,1.814,12.385,13.45,6,12373
185,Bronx,Pelham Parkway,32,Bronx,Bronxdale,11,2.24,1.499,9.155,11.77,8,12373
185,Bronx,Pelham Parkway,254,Bronx,Williamsbridge/Olinville,11,2.24,2.742,14.882,15.86,9,12373
190,Brooklyn,Prospect Park,33,Brooklyn,Brooklyn Heights,11,3.28,3.765,22.9,23.26,5,12373
192,Queens,Queensboro Hill,82,Queens,Elmhurst,11,4.18,3.885,17.48,18.5,3,12373
192,Queens,Queensboro Hill,130,Queens,Jamaica,11,4.18,4.509,18.45,20.64,4,12373
202,Manhattan,Roosevelt Island,74,Manhattan,East Harlem North,11,2.93,6.338,35.632,38.07,7,12373
202,Manhattan,Roosevelt Island,162,Manhattan,Midtown East,11,2.93,2.748,25.53,25.62,8,12373
221,Staten Island,Stapleton,214,Staten Island,South Beach/Dongan Hills,11,18.33,3.386,14.624,17.97,1,12373
227,Brooklyn,Sunset Park East,37,Brooklyn,Bushwick South,11,1.68,7.217,39.182,46.06,10,12373
257,Brooklyn,Windsor Terrace,25,Brooklyn,Boerum Hill,11,1.85,2.935,19.602,18.43,6,12373
257,Brooklyn,Windsor Terrace,92,Queens,Flushing,11,1.85,14.235,42.85,52.88,7,12373
257,Brooklyn,Windsor Terrace,188,Brooklyn,Prospect-Lefferts Gardens,11,1.85,1.705,13.461,17.97,8,12373
3,Bronx,Allerton/Pelham Gardens,20,Bronx,Belmont,10,2.29,2.395,14.877,17.05,9,13002
3,Bronx,Allerton/Pelham Gardens,185,Bronx,Pelham Parkway,10,2.29,1.608,9.465,9.66,10,13002
11,Brooklyn,Bath Beach,29,Brooklyn,Brighton Beach,10,3.5,3.554,14.84,23.37,8,13002
11,Brooklyn,Bath Beach,140,Manhattan,Lenox Hill East,10,3.5,13.83,72.608,53.96,9,13002
11,Brooklyn,Bath Beach,228,Brooklyn,Sunset Park West,10,3.5,4.678,18.052,22.64,10,13002
19,Queens,Bellerose,76,Brooklyn,East New York,10,2.53,12.397,41.548,44.29,8,13002
20,Bronx,Belmont,47,Bronx,Claremont/Bathgate,10,2.07,1.22,8.853,11.7,7,13002
20,Bronx,Belmont,51,Bronx,Co-Op City,10,2.07,4.772,16.94,21.93,8,13002
20,Bronx,Belmont,167,Bronx,Morrisania/Melrose,10,2.07,2.497,14.598,14.32,9,13002
20,Bronx,Belmont,169,Bronx,Mount Hope,10,2.07,1.713,13.183,12.23,10,13002
32,Bronx,Bronxdale,18,Bronx,Bedford Park,10,2.02,1.857,11.228,15.16,7,13002
32,Bronx,Bronxdale,74,Manhattan,East Harlem North,10,2.02,7.953,33.488,33.36,8,13002
32,Bronx,Bronxdale,235,Bronx,University Heights/Morris Heights,10,2.02,3.533,21.82,24.5,9,13002
38,Queens,Cambria Heights,139,Queens,Laurelton,10,2.99,1.97,9.463,10.57,6,13002
54,Brooklyn,Columbia Street,148,Manhattan,Lower East Side,10,2.47,3.838,18.702,30.28,7,13002
54,Brooklyn,Columbia Street,161,Manhattan,Midtown Center,10,2.47,7.663,33.998,42.99,8,13002
54,Brooklyn,Columbia Street,162,Manhattan,Midtown East,10,2.47,6.366,28.755,41.04,9,13002
54,Brooklyn,Columbia Street,229,Manhattan,Sutton Place/Turtle Bay North,10,2.47,7.428,26.152,35.8,10,13002
64,Queens,Douglaston,95,Queens,Forest Hills,10,8.26,9.518,23.648,30.83,1,13002
67,Brooklyn,Dyker Heights,21,Brooklyn,Bensonhurst East,10,2.42,2.574,15.643,17.03,7,13002
73,Queens,East Flushing,129,Queens,Jackson Heights,10,6.54,5.224,20.05,23.92,2,13002
122,Queens,Hollis,28,Queens,Briarwood/Jamaica Hills,10,2.45,2.839,13.097,14.09,7,13002
122,Queens,Hollis,95,Queens,Forest Hills,10,2.45,5.3,21.463,26.08,8,13002
128,Manhattan,Inwood Hill Park,244,Manhattan,Washington Heights South,10,8.47,3.076,16.675,22.21,1,13002
139,Queens,Laurelton,10,Queens,Baisley Park,10,2.43,3.721,17.823,18.62,6,13002
139,Queens,Laurelton,38,Queens,Cambria Heights,10,2.43,1.667,7.602,12.14,7,13002
150,Brooklyn,Manhattan Beach,22,Brooklyn,Bensonhurst West,10,3.39,4.799,21.917,24.64,7,13002
150,Brooklyn,Manhattan Beach,29,Brooklyn,Brighton Beach,10,3.39,1.369,9.443,10.24,8,13002
153,Manhattan,Marble Hill,127,Manhattan,Inwood,10,5.05,0.899,5.272,8.6,2,13002
153,Manhattan,Marble Hill,243,Manhattan,Washington Heights North,10,5.05,2.12,11.892,15.83,3,13002
171,Queens,Murray Hill-Queens,82,Queens,Elmhurst,10,3.08,5.467,20.515,19.53,4,13002
178,Brooklyn,Ocean Parkway South,29,Brooklyn,Brighton Beach,10,3.69,2.956,24.187,21.08,7,13002
178,Brooklyn,Ocean Parkway South,91,Brooklyn,Flatlands,10,3.69,2.409,15.912,17.08,8,13002
178,Brooklyn,Ocean Parkway South,210,Brooklyn,Sheepshead Bay,10,3.69,3.011,16.422,14.14,9,13002
183,Bronx,Pelham Bay,51,Bronx,Co-Op City,10,4.05,2.058,7.595,13.2,1,13002
185,Bronx,Pelham Parkway,20,Bronx,Belmont,10,2.03,1.911,11.202,11.18,10,13002
190,Brooklyn,Prospect Park,255,Brooklyn,Williamsburg (North Side),10,2.99,5.211,28.945,32.34,6,13002
200,Bronx,Riverdale/North Riverdale/Fieldston,42,Manhattan,Central Harlem North,10,2.49,7.116,25.715,33.08,5,13002
200,Bronx,Riverdale/North Riverdale/Fieldston,236,Manhattan,Upper East Side North,10,2.49,10.875,40.373,46.47,6,13002
200,Bronx,Riverdale/North Riverdale/Fieldston,239,Manhattan,Upper West Side South,10,2.49,7.314,24.262,45.07,7,13002
201,Queens,Rockaway Park,27,Queens,Breezy Point/Fort Tilden/Riis Beach,10,5.46,4.24,11.78,15.97,2,13002
203,Queens,Rosedale,39,Brooklyn,Canarsie,10,2.65,10.806,31.458,40.79,9,13002
203,Queens,Rosedale,191,Queens,Queens Village,10,2.65,5.095,15.882,20.67,10,13002
207,Queens,Saint Michaels Cemetery/Woodside,138,Queens,LaGuardia Airport,10,7.41,1.789,3.24,86.85,1,13002
252,Queens,Whitestone,82,Queens,Elmhurst,10,3.53,7.729,18.487,26.43,6,13002
252,Queens,Whitestone,171,Queens,Murray Hill-Queens,10,3.53,1.898,10.648,12.89,7,13002
257,Brooklyn,Windsor Terrace,14,Brooklyn,Bay Ridge,10,1.69,5.228,19.928,23.14,9,13002
257,Brooklyn,Windsor Terrace,61,Brooklyn,Crown Heights North,10,1.69,3.427,18.985,21.44,10,13002
16,Queens,Bayside,95,Queens,Forest Hills,9,3.13,7.073,16.18,24.19,4,13788
32,Bronx,Bronxdale,20,Bronx,Belmont,9,1.81,1.672,12.006,15.73,10,13788
53,Queens,College Point,7,Queens,Astoria,9,2.51,6.922,22.078,30.4,6,13788
53,Queens,College Point,16,Queens,Bayside,9,2.51,5.789,17.641,21.35,7,13788
67,Brooklyn,Dyker Heights,33,Brooklyn,Brooklyn Heights,9,2.17,6.467,28.396,30.62,8,13788
120,Manhattan,Highbridge Park,42,Manhattan,Central Harlem North,9,10.84,2.269,7.869,14.28,1,13788
128,Manhattan,Inwood Hill Park,239,Manhattan,Upper West Side South,9,7.63,7.893,25.148,39.5,2,13788
128,Manhattan,Inwood Hill Park,243,Manhattan,Washington Heights North,9,7.63,1.283,11.811,14.06,3,13788
139,Queens,Laurelton,76,Brooklyn,East New York,9,2.18,8.443,23.656,28.09,8,13788
139,Queens,Laurelton,191,Queens,Queens Village,9,2.18,3.427,13.278,15.55,9,13788
139,Queens,Laurelton,218,Queens,Springfield Gardens North,9,2.18,1.6,7.204,11.4,10,13788
150,Brooklyn,Manhattan Beach,14,Brooklyn,Bay Ridge,9,3.05,6.813,23.485,29.26,9,13788
171,Queens,Murray Hill-Queens,16,Queens,Bayside,9,2.77,2.211,10.402,12.58,5,13788
171,Queens,Murray Hill-Queens,73,Queens,East Flushing,9,2.77,1.027,6.481,9.02,6,13788
171,Queens,Murray Hill-Queens,121,Queens,Hillcrest/Pomonok,9,2.77,3.64,18.181,16.35,7,13788
178,Brooklyn,Ocean Parkway South,14,Brooklyn,Bay Ridge,9,3.32,4.922,28.074,24.35,10,13788
183,Bronx,Pelham Bay,244,Manhattan,Washington Heights South,9,3.64,8.736,44.57,38.33,2,13788
190,Brooklyn,Prospect Park,80,Brooklyn,East Williamsburg,9,2.69,4.708,26.331,27.04,7,13788
190,Brooklyn,Prospect Park,97,Brooklyn,Fort Greene,9,2.69,1.81,14.424,16.17,8,13788
192,Queens,Queensboro Hill,145,Queens,Long Island City/Hunters Point,9,3.42,8.214,24.106,30.49,5,13788
194,Manhattan,Randalls Island,236,Manhattan,Upper East Side North,9,5.2,2.85,14.324,62.26,3,13788
200,Bronx,Riverdale/North Riverdale/Fieldston,75,Manhattan,East Harlem South,9,2.24,9.127,38.935,34.89,8,13788
200,Bronx,Riverdale/North Riverdale/Fieldston,140,Manhattan,Lenox Hill East,9,2.24,12.103,49.604,42.41,9,13788
200,Bronx,Riverdale/North Riverdale/Fieldston,161,Manhattan,Midtown Center,9,2.24,11.783,56.306,42.2,10,13788
207,Queens,Saint Michaels Cemetery/Woodside,145,Queens,Long Island City/Hunters Point,9,6.67,3.889,37.13,63.72,2,13788
207,Queens,Saint Michaels Cemetery/Woodside,230,Manhattan,Times Sq/Theatre District,9,6.67,6.891,30.283,73.35,3,13788
16,Queens,Bayside,130,Queens,Jamaica,8,2.78,6.626,21.027,27.21,5,14672
16,Queens,Bayside,191,Queens,Queens Village,8,2.78,4.381,13.056,14.86,6,14672
19,Queens,Bellerose,16,Queens,Bayside,8,2.02,4.903,12.821,18.74,9,14672
19,Queens,Bellerose,64,Queens,Douglaston,8,2.02,2.619,7.729,10.02,10,14672
38,Queens,Cambria Heights,132,Queens,JFK Airport,8,2.39,7.328,14.102,50.69,7,14672
38,Queens,Cambria Heights,142,Manhattan,Lincoln Square East,8,2.39,15.888,65.748,69.47,8,14672
38,Queens,Cambria Heights,216,Queens,South Ozone Park,8,2.39,6.784,22.404,22.82,9,14672
53,Queens,College Point,95,Queens,Forest Hills,8,2.23,5.598,16.592,24.17,8,14672
53,Queens,College Point,252,Queens,Whitestone,8,2.23,1.211,8.148,11.28,9,14672
67,Brooklyn,Dyker Heights,89,Brooklyn,Flatbush/Ditmas Park,8,1.93,5.556,24.563,31.58,9,14672
73,Queens,East Flushing,171,Queens,Murray Hill-Queens,8,5.23,1.18,6.515,6.68,3,14672
96,Queens,Forest Park/Highland Park,197,Queens,Richmond Hill,8,7.92,1.365,7.002,13.07,1,14672
98,Queens,Fresh Meadows,191,Queens,Queens Village,8,3.24,4.17,13.288,13.42,3,14672
120,Manhattan,Highbridge Park,74,Manhattan,East Harlem North,8,9.64,3.61,9.938,15.23,2,14672
120,Manhattan,Highbridge Park,75,Manhattan,East Harlem South,8,9.64,5.043,12.992,21.04,3,14672
122,Queens,Hollis,82,Queens,Elmhurst,8,1.96,8.092,21.798,27.92,9,14672
122,Queens,Hollis,121,Queens,Hillcrest/Pomonok,8,1.96,3.573,14.183,15.3,10,14672
150,Brooklyn,Manhattan Beach,91,Brooklyn,Flatlands,8,2.71,5.969,21.171,22.86,10,14672
153,Manhattan,Marble Hill,42,Manhattan,Central Harlem North,8,4.04,7.445,22.196,22.55,4,14672
153,Manhattan,Marble Hill,69,Bronx,East Concourse/Concourse Village,8,4.04,5.003,21.065,24.82,5,14672
171,Queens,Murray Hill-Queens,7,Queens,Astoria,8,2.46,7.323,23.035,28.47,8,14672
175,Queens,Oakland Gardens,191,Queens,Queens Village,8,4.28,2.723,11.658,15.75,2,14672
190,Brooklyn,Prospect Park,14,Brooklyn,Bay Ridge,8,2.39,6.053,27.967,28.22,9,14672
190,Brooklyn,Prospect Park,225,Brooklyn,Stuyvesant Heights,8,2.39,2.734,22.327,23.97,10,14672
192,Queens,Queensboro Hill,95,Queens,Forest Hills,8,3.04,2.696,12.323,13.25,6,14672
194,Manhattan,Randalls Island,238,Manhattan,Upper West Side North,8,4.62,4.578,21.046,69.89,4,14672
201,Queens,Rockaway Park,86,Queens,Far Rockaway,8,4.37,4.585,22.227,27.11,3,14672
202,Manhattan,Roosevelt Island,137,Manhattan,Kips Bay,8,2.13,3.989,29.021,31.17,9,14672
202,Manhattan,Roosevelt Island,223,Queens,Steinway,8,2.13,3.138,19.075,25.56,10,14672
9,Queens,Auburndale,130,Queens,Jamaica,7,4.0,4.034,26.15,23.15,2,15744
9,Queens,Auburndale,135,Queens,Kew Gardens Hills,7,4.0,2.991,12.462,16.66,3,15744
15,Queens,Bay Terrace/Fort Totten,137,Manhattan,Kips Bay,7,4.64,14.674,65.569,48.87,3,15744
16,Queens,Bayside,15,Queens,Bay Terrace/Fort Totten,7,2.43,1.894,8.305,8.01,7,15744
16,Queens,Bayside,129,Queens,Jackson Heights,7,2.43,8.893,23.907,34.34,8,15744
16,Queens,Bayside,173,Queens,North Corona,7,2.43,7.039,19.15,25.95,9,15744
16,Queens,Bayside,188,Brooklyn,Prospect-Lefferts Gardens,7,2.43,13.114,75.081,47.0,10,15744
38,Queens,Cambria Heights,61,Brooklyn,Crown Heights North,7,2.09,15.811,57.39,42.68,10,15744
53,Queens,College Point,121,Queens,Hillcrest/Pomonok,7,1.95,6.134,17.479,26.12,10,15744
67,Brooklyn,Dyker Heights,29,Brooklyn,Brighton Beach,7,1.69,6.007,21.133,26.9,10,15744
73,Queens,East Flushing,226,Queens,Sunnyside,7,4.58,7.21,31.317,32.45,4,15744
98,Queens,Fresh Meadows,7,Queens,Astoria,7,2.83,9.651,23.8,39.43,4,15744
98,Queens,Fresh Meadows,16,Queens,Bayside,7,2.83,2.863,11.943,15.22,5,15744
98,Queens,Fresh Meadows,28,Queens,Briarwood/Jamaica Hills,7,2.83,3.664,13.921,15.73,6,15744
98,Queens,Fresh Meadows,82,Queens,Elmhurst,7,2.83,5.09,18.624,19.79,7,15744
98,Queens,Fresh Meadows,92,Queens,Flushing,7,2.83,3.497,16.576,17.11,8,15744
153,Manhattan,Marble Hill,41,Manhattan,Central Harlem,7,3.54,6.326,24.579,28.53,6,15744
153,Manhattan,Marble Hill,116,Manhattan,Hamilton Heights,7,3.54,5.171,21.783,23.07,7,15744
153,Manhattan,Marble Hill,174,Bronx,Norwood,7,3.54,3.04,14.212,16.04,8,15744
171,Queens,Murray Hill-Queens,9,Queens,Auburndale,7,2.15,1.391,8.538,10.94,9,15744
171,Queens,Murray Hill-Queens,53,Queens,College Point,7,2.15,2.074,12.338,12.65,10,15744
175,Queens,Oakland Gardens,64,Queens,Douglaston,7,3.74,1.637,8.712,25.86,3,15744
175,Queens,Oakland Gardens,198,Queens,Ridgewood,7,3.74,10.107,19.743,30.38,4,15744
183,Bronx,Pelham Bay,168,Bronx,Mott Haven/Port Morris,7,2.83,6.759,17.574,28.41,3,15744
183,Bronx,Pelham Bay,235,Bronx,University Heights/Morris Heights,7,2.83,6.927,20.821,24.33,4,15744
183,Bronx,Pelham Bay,242,Bronx,Van Nest/Morris Park,7,2.83,2.646,11.598,14.53,5,15744
194,Manhattan,Randalls Island,239,Manhattan,Upper West Side South,7,4.05,5.64,30.869,78.34,5,15744
201,Queens,Rockaway Park,124,Queens,Howard Beach,7,3.83,6.713,20.06,27.94,4,15744
201,Queens,Rockaway Park,210,Brooklyn,Sheepshead Bay,7,3.83,8.35,22.44,36.73,5,15744
207,Queens,Saint Michaels Cemetery/Woodside,129,Queens,Jackson Heights,7,5.19,0.314,0.879,73.02,4,15744
252,Queens,Whitestone,179,Queens,Old Astoria,7,2.47,7.773,20.886,27.79,8,15744
6,Staten Island,Arrochar/Fort Wadsworth,228,Brooklyn,Sunset Park West,6,7.59,5.593,17.561,32.15,3,16964
9,Queens,Auburndale,16,Queens,Bayside,6,3.43,1.147,6.025,8.35,4,16964
9,Queens,Auburndale,95,Queens,Forest Hills,6,3.43,6.127,17.103,22.04,5,16964
15,Queens,Bay Terrace/Fort Totten,9,Queens,Auburndale,6,3.97,3.032,10.1,9.57,4,16964
15,Queens,Bay Terrace/Fort Totten,171,Queens,Murray Hill-Queens,6,3.97,2.425,10.019,12.85,5,16964
46,Bronx,City Island,78,Bronx,East Tremont,6,9.23,8.577,22.269,30.89,1,16964
73,Queens,East Flushing,74,Manhattan,East Harlem North,6,3.92,9.263,32.756,39.34,5,16964
73,Queens,East Flushing,192,Queens,Queensboro Hill,6,3.92,1.53,9.125,8.16,6,16964
98,Queens,Fresh Meadows,80,Brooklyn,East Williamsburg,6,2.43,10.7,46.528,35.62,9,16964
101,Queens,Glen Oaks,19,Queens,Bellerose,6,2.9,1.855,7.525,10.83,3,16964
101,Queens,Glen Oaks,37,Brooklyn,Bushwick South,6,2.9,14.923,31.375,50.21,4,16964
101,Queens,Glen Oaks,76,Brooklyn,East New York,6,2.9,13.08,40.772,46.74,5,16964
101,Queens,Glen Oaks,130,Queens,Jamaica,6,2.9,7.085,15.228,21.56,6,16964
101,Queens,Glen Oaks,215,Queens,South Jamaica,6,2.9,9.592,27.747,35.12,7,16964
120,Manhattan,Highbridge Park,244,Manhattan,Washington Heights South,6,7.23,1.145,6.431,18.0,4,16964
128,Manhattan,Inwood Hill Park,166,Manhattan,Morningside Heights,6,5.08,5.658,17.758,20.05,4,16964
128,Manhattan,Inwood Hill Park,238,Manhattan,Upper West Side North,6,5.08,7.17,21.508,31.37,5,16964
153,Manhattan,Marble Hill,241,Bronx,Van Cortlandt Village,6,3.03,0.803,5.275,6.93,9,16964
154,Brooklyn,Marine Park/Floyd Bennett Field,89,Brooklyn,Flatbush/Ditmas Park,6,8.0,3.132,20.744,33.02,1,16964
175,Queens,Oakland Gardens,92,Queens,Flushing,6,3.21,5.188,20.336,20.63,5,16964
175,Queens,Oakland Gardens,95,Queens,Forest Hills,6,3.21,5.948,16.283,23.99,6,16964
183,Bronx,Pelham Bay,48,Manhattan,Clinton East,6,2.43,12.593,56.628,49.82,6,16964
183,Bronx,Pelham Bay,69,Bronx,East Concourse/Concourse Village,6,2.43,7.35,28.878,33.57,7,16964
183,Bronx,Pelham Bay,126,Bronx,Hunts Point,6,2.43,5.493,18.294,20.32,8,16964
183,Bronx,Pelham Bay,159,Bronx,Melrose South,6,2.43,6.778,26.928,26.23,9,16964
183,Bronx,Pelham Bay,174,Bronx,Norwood,6,2.43,4.748,19.939,28.43,10,16964
192,Queens,Queensboro Hill,7,Queens,Astoria,6,2.28,7.202,22.433,31.49,7,16964
194,Manhattan,Randalls Island,237,Manhattan,Upper East Side South,6,3.47,5.197,29.044,73.01,6,16964
201,Queens,Rockaway Park,61,Brooklyn,Crown Heights North,6,3.28,11.328,48.247,49.9,6,16964
201,Queens,Rockaway Park,155,Brooklyn,Marine Park/Mill Basin,6,3.28,6.33,18.347,25.87,7,16964
214,Staten Island,South Beach/Dongan Hills,14,Brooklyn,Bay Ridge,6,20.69,5.97,19.711,35.49,1,16964
221,Staten Island,Stapleton,6,Staten Island,Arrochar/Fort Wadsworth,6,10.0,1.482,6.919,9.28,2,16964
240,Bronx,Van Cortlandt Park,75,Manhattan,East Harlem South,6,5.31,8.36,37.039,41.38,1,16964
252,Queens,Whitestone,130,Queens,Jamaica,6,2.12,7.705,21.489,31.49,9,16964
252,Queens,Whitestone,173,Queens,North Corona,6,2.12,4.663,16.875,23.4,10,16964
9,Queens,Auburndale,68,Manhattan,East Chelsea,5,2.86,12.376,56.933,50.36,6,18425
9,Queens,Auburndale,171,Queens,Murray Hill-Queens,5,2.86,1.414,7.077,9.49,7,18425
9,Queens,Auburndale,215,Queens,South Jamaica,5,2.86,5.34,41.773,25.72,8,18425
15,Queens,Bay Terrace/Fort Totten,74,Manhattan,East Harlem North,5,3.31,14.768,48.863,53.18,6,18425
31,Bronx,Bronx Park,47,Bronx,Claremont/Bathgate,5,4.31,1.988,12.077,14.88,1,18425
31,Bronx,Bronx Park,238,Manhattan,Upper West Side North,5,4.31,10.478,31.343,54.84,2,18425
46,Bronx,City Island,136,Bronx,Kingsbridge Heights,5,7.69,8.882,32.88,23.52,2,18425
57,Queens,Corona,25,Brooklyn,Boerum Hill,5,7.81,10.0,65.327,39.6,1,18425
